LOCATION,SUBJECT,TIME,Value
FRA,HOUCOMM,2014,2.04
FRA,EDU,2007,17.11
FRA,EDU,2008,16.69
FRA,EDU,2009,16.76
FRA,EDU,2010,15.95
FRA,EDU,2011,16.75
FRA,EDU,2012,16.65
FRA,EDU,2013,16.75
FRA,EDU,2014,16.88
FRA,GRALPUBSER,2007,32.22
FRA,GRALPUBSER,2008,32.75
FRA,GRALPUBSER,2009,30.99
FRA,GRALPUBSER,2010,34.27
FRA,GRALPUBSER,2011,31.64
FRA,GRALPUBSER,2012,31.22
FRA,GRALPUBSER,2013,31.15
FRA,GRALPUBSER,2014,29.97
FRA,DEF,2007,7.83
FRA,DEF,2008,7.63
FRA,DEF,2009,7.86
FRA,DEF,2010,7.38
FRA,DEF,2011,7.69
FRA,DEF,2012,7.72
FRA,DEF,2013,7.66
FRA,DEF,2014,7.34
FRA,ENVPROT,2007,0.61
FRA,ENVPROT,2008,0.6
FRA,ENVPROT,2009,0.65
FRA,ENVPROT,2010,0.61
FRA,ENVPROT,2011,0.55
FRA,ENVPROT,2012,0.54
FRA,ENVPROT,2013,0.54
FRA,ENVPROT,2014,0.56
FRA,PUBORD,2007,5.22
FRA,PUBORD,2008,5.42
FRA,PUBORD,2009,5.53
FRA,PUBORD,2010,5.31
FRA,PUBORD,2011,5.62
FRA,PUBORD,2012,5.55
FRA,PUBORD,2013,5.61
FRA,PUBORD,2014,5.49
FRA,ECOAFF,2007,11.53
FRA,ECOAFF,2008,11.98
FRA,ECOAFF,2009,12.75
FRA,ECOAFF,2010,12.86
FRA,ECOAFF,2011,12.6
FRA,ECOAFF,2012,13.23
FRA,ECOAFF,2013,12.97
FRA,ECOAFF,2014,13.81
FRA,RECULTREL,2007,1.54
FRA,RECULTREL,2008,1.62
FRA,RECULTREL,2009,1.59
FRA,RECULTREL,2010,1.5
FRA,RECULTREL,2011,1.42
FRA,RECULTREL,2012,1.36
FRA,RECULTREL,2013,1.3
FRA,RECULTREL,2014,1.37
FRA,SOCPROT,2007,21.16
FRA,SOCPROT,2008,20.77
FRA,SOCPROT,2009,20.69
FRA,SOCPROT,2010,18.94
FRA,SOCPROT,2011,20.69
FRA,SOCPROT,2012,20.92
FRA,SOCPROT,2013,21.34
FRA,SOCPROT,2014,21.41
GBR,ECOAFF,2007,6.4
GBR,ECOAFF,2008,10.42
GBR,ECOAFF,2009,8.32
GBR,ECOAFF,2010,5.88
GBR,ECOAFF,2011,5.63
GBR,ECOAFF,2012,7.06
GBR,ECOAFF,2013,6.19
GBR,ECOAFF,2014,6.22
GBR,RECULTREL,2007,1.31
GBR,RECULTREL,2008,1.34
GBR,RECULTREL,2009,1.3
GBR,RECULTREL,2010,1.29
GBR,RECULTREL,2011,1.27
GBR,RECULTREL,2012,1.25
GBR,RECULTREL,2013,1.09
GBR,RECULTREL,2014,1.08
GBR,GRALPUBSER,2007,16.72
GBR,GRALPUBSER,2008,15.6
GBR,GRALPUBSER,2009,11.94
GBR,GRALPUBSER,2010,13.74
GBR,GRALPUBSER,2011,14.8
GBR,GRALPUBSER,2012,13.58
GBR,GRALPUBSER,2013,14.35
GBR,GRALPUBSER,2014,13.77
GBR,DEF,2007,5.77
GBR,DEF,2008,5.77
GBR,DEF,2009,5.77
GBR,DEF,2010,5.81
GBR,DEF,2011,5.83
GBR,DEF,2012,5.53
GBR,DEF,2013,5.47
GBR,DEF,2014,5.33
GBR,ENVPROT,2007,1.18
GBR,ENVPROT,2008,0.91
GBR,ENVPROT,2009,1.08
GBR,ENVPROT,2010,1.07
GBR,ENVPROT,2011,0.94
GBR,ENVPROT,2012,0.92
GBR,ENVPROT,2013,0.88
GBR,ENVPROT,2014,1.03
GBR,PUBORD,2007,4.35
GBR,PUBORD,2008,4.25
GBR,PUBORD,2009,4.21
GBR,PUBORD,2010,4.05
GBR,PUBORD,2011,3.86
GBR,PUBORD,2012,3.85
GBR,PUBORD,2013,4.11
GBR,PUBORD,2014,4.07
GBR,HEALTH,2007,17.52
GBR,HEALTH,2008,16.89
GBR,HEALTH,2009,17.78
GBR,HEALTH,2010,17.47
GBR,HEALTH,2011,17.71
GBR,HEALTH,2012,17.16
GBR,HEALTH,2013,18.14
GBR,HEALTH,2014,18.71
GBR,HOUCOMM,2007,1.28
GBR,HOUCOMM,2008,1.17
GBR,HOUCOMM,2009,4.15
GBR,HOUCOMM,2010,4.82
GBR,HOUCOMM,2011,3.92
GBR,HOUCOMM,2012,4.89
GBR,HOUCOMM,2013,3.96
GBR,HOUCOMM,2014,4.44
GBR,SOCPROT,2007,33.42
GBR,SOCPROT,2008,31.91
GBR,SOCPROT,2009,33.65
GBR,SOCPROT,2010,34.11
GBR,SOCPROT,2011,34.88
GBR,SOCPROT,2012,34.95
GBR,SOCPROT,2013,35.17
GBR,SOCPROT,2014,34.77
GBR,EDU,2007,12.05
GBR,EDU,2008,11.75
GBR,EDU,2009,11.8
GBR,EDU,2010,11.75
GBR,EDU,2011,11.16
GBR,EDU,2012,10.82
GBR,EDU,2013,10.63
GBR,EDU,2014,10.57
GRC,GRALPUBSER,2007,50.5
GRC,GRALPUBSER,2008,49.67
GRC,GRALPUBSER,2009,50.55
GRC,GRALPUBSER,2010,52.08
GRC,GRALPUBSER,2011,54.68
GRC,GRALPUBSER,2012,47.33
GRC,GRALPUBSER,2013,39.83
GRC,GRALPUBSER,2014,48.36
GRC,SOCPROT,2007,7.45
GRC,SOCPROT,2008,7.4
GRC,SOCPROT,2009,7.93
GRC,SOCPROT,2010,8.15
GRC,SOCPROT,2011,8.75
GRC,SOCPROT,2012,9.18
GRC,SOCPROT,2013,7.48
GRC,SOCPROT,2014,10.87
GRC,ECOAFF,2007,9.95
GRC,ECOAFF,2008,11.63
GRC,ECOAFF,2009,10.04
GRC,ECOAFF,2010,8.82
GRC,ECOAFF,2011,8.3
GRC,ECOAFF,2012,14.46
GRC,ECOAFF,2013,28.39
GRC,ECOAFF,2014,7.72
GRC,RECULTREL,2007,1.4
GRC,RECULTREL,2008,1.47
GRC,RECULTREL,2009,1.23
GRC,RECULTREL,2010,1.09
GRC,RECULTREL,2011,1.05
GRC,RECULTREL,2012,0.97
GRC,RECULTREL,2013,0.74
GRC,RECULTREL,2014,0.86
GRC,EDU,2007,9.87
GRC,EDU,2008,9.48
GRC,EDU,2009,9.6
GRC,EDU,2010,10.02
GRC,EDU,2011,10.26
GRC,EDU,2012,10.1
GRC,EDU,2013,8.37
GRC,EDU,2014,10.62
GRC,DEF,2007,7.81
GRC,DEF,2008,7.66
GRC,DEF,2009,7.87
GRC,DEF,2010,6.76
GRC,DEF,2011,5.79
GRC,DEF,2012,5.73
GRC,DEF,2013,4.25
GRC,DEF,2014,6.98
GRC,HEALTH,2007,7.57
GRC,HEALTH,2008,7.24
GRC,HEALTH,2009,7.21
GRC,HEALTH,2010,7.68
GRC,HEALTH,2011,5.97
GRC,HEALTH,2012,6.29
GRC,HEALTH,2013,4.93
GRC,HEALTH,2014,6.38
GRC,HOUCOMM,2007,0.29
GRC,HOUCOMM,2008,0.34
GRC,HOUCOMM,2009,0.56
GRC,HOUCOMM,2010,0.2
GRC,HOUCOMM,2011,0.19
GRC,HOUCOMM,2012,0.21
GRC,HOUCOMM,2013,0.14
GRC,HOUCOMM,2014,0.17
GRC,PUBORD,2007,4.16
GRC,PUBORD,2008,4
GRC,PUBORD,2009,4.17
GRC,PUBORD,2010,4.44
GRC,PUBORD,2011,4.12
GRC,PUBORD,2012,4.34
GRC,PUBORD,2013,3.65
GRC,PUBORD,2014,5.5
GRC,ENVPROT,2007,1
GRC,ENVPROT,2008,1.12
GRC,ENVPROT,2009,0.84
GRC,ENVPROT,2010,0.76
GRC,ENVPROT,2011,0.88
GRC,ENVPROT,2012,1.39
GRC,ENVPROT,2013,2.23
GRC,ENVPROT,2014,2.53
HUN,HEALTH,2007,8.12
HUN,HEALTH,2008,6.54
HUN,HEALTH,2009,6.8
HUN,HEALTH,2010,10.15
HUN,HEALTH,2011,9.87
HUN,HEALTH,2012,13.51
HUN,HEALTH,2013,16.01
HUN,HEALTH,2014,15.61
HUN,SOCPROT,2007,21.97
HUN,SOCPROT,2008,22.31
HUN,SOCPROT,2009,24.71
HUN,SOCPROT,2010,22.71
HUN,SOCPROT,2011,18.01
HUN,SOCPROT,2012,16.38
HUN,SOCPROT,2013,13.11
HUN,SOCPROT,2014,11.76
HUN,EDU,2007,11.59
HUN,EDU,2008,11
HUN,EDU,2009,11.08
HUN,EDU,2010,10.61
HUN,EDU,2011,9.78
HUN,EDU,2012,9.65
HUN,EDU,2013,10.9
HUN,EDU,2014,12.46
HUN,GRALPUBSER,2007,25.51
HUN,GRALPUBSER,2008,29.98
HUN,GRALPUBSER,2009,29.43
HUN,GRALPUBSER,2010,27.6
HUN,GRALPUBSER,2011,28.43
HUN,GRALPUBSER,2012,29.03
HUN,GRALPUBSER,2013,31.54
HUN,GRALPUBSER,2014,29.15
HUN,ENVPROT,2007,1
HUN,ENVPROT,2008,0.95
HUN,ENVPROT,2009,1.01
HUN,ENVPROT,2010,0.58
HUN,ENVPROT,2011,1.01
HUN,ENVPROT,2012,1
HUN,ENVPROT,2013,0.88
HUN,ENVPROT,2014,1.33
HUN,DEF,2007,3.86
HUN,DEF,2008,3.14
HUN,DEF,2009,2.73
HUN,DEF,2010,3.57
HUN,DEF,2011,3.13
HUN,DEF,2012,2.19
HUN,DEF,2013,1.78
HUN,DEF,2014,1.61
HUN,HOUCOMM,2007,0.11
HUN,HOUCOMM,2008,0.25
HUN,HOUCOMM,2009,0.21
HUN,HOUCOMM,2010,0.47
HUN,HOUCOMM,2011,1.1
HUN,HOUCOMM,2012,1.14
HUN,HOUCOMM,2013,0.62
HUN,HOUCOMM,2014,0.68
HUN,PUBORD,2007,5.56
HUN,PUBORD,2008,6.06
HUN,PUBORD,2009,5.7
HUN,PUBORD,2010,5.38
HUN,PUBORD,2011,5.47
HUN,PUBORD,2012,5.67
HUN,PUBORD,2013,5.34
HUN,PUBORD,2014,5.22
HUN,ECOAFF,2007,19.26
HUN,ECOAFF,2008,16.63
HUN,ECOAFF,2009,15.39
HUN,ECOAFF,2010,15.63
HUN,ECOAFF,2011,19.94
HUN,ECOAFF,2012,17.2
HUN,ECOAFF,2013,16.24
HUN,ECOAFF,2014,18.2
HUN,RECULTREL,2007,3.01
HUN,RECULTREL,2008,3.14
HUN,RECULTREL,2009,2.93
HUN,RECULTREL,2010,3.3
HUN,RECULTREL,2011,3.26
HUN,RECULTREL,2012,4.24
HUN,RECULTREL,2013,3.58
HUN,RECULTREL,2014,3.98
IRL,GRALPUBSER,2007,11.82
IRL,GRALPUBSER,2008,11.04
IRL,GRALPUBSER,2009,11.67
IRL,GRALPUBSER,2010,8.95
IRL,GRALPUBSER,2011,13.9
IRL,GRALPUBSER,2012,17.09
IRL,GRALPUBSER,2013,18.12
IRL,GRALPUBSER,2014,17.37
IRL,SOCPROT,2007,34.25
IRL,SOCPROT,2008,34.6
IRL,SOCPROT,2009,35.97
IRL,SOCPROT,2010,24.99
IRL,SOCPROT,2011,32.4
IRL,SOCPROT,2012,35.75
IRL,SOCPROT,2013,35.31
IRL,SOCPROT,2014,34.27
IRL,ECOAFF,2007,9.79
IRL,ECOAFF,2008,12.08
IRL,ECOAFF,2009,13.83
IRL,ECOAFF,2010,39.47
IRL,ECOAFF,2011,15.87
IRL,ECOAFF,2012,6.31
IRL,ECOAFF,2013,6.08
IRL,ECOAFF,2014,7.44
IRL,RECULTREL,2007,1.31
IRL,RECULTREL,2008,1.32
IRL,RECULTREL,2009,1.45
IRL,RECULTREL,2010,0.99
IRL,RECULTREL,2011,1.26
IRL,RECULTREL,2012,1.36
IRL,RECULTREL,2013,1.4
IRL,RECULTREL,2014,1.49
IRL,EDU,2007,13.5
IRL,EDU,2008,13
IRL,EDU,2009,11.19
IRL,EDU,2010,8.14
IRL,EDU,2011,11.52
IRL,EDU,2012,12.36
IRL,EDU,2013,12.05
IRL,EDU,2014,12.04
IRL,DEF,2007,1.27
IRL,DEF,2008,1.26
IRL,DEF,2009,1.05
IRL,DEF,2010,0.66
IRL,DEF,2011,0.92
IRL,DEF,2012,0.98
IRL,DEF,2013,0.99
IRL,DEF,2014,1
IRL,HEALTH,2007,21.21
IRL,HEALTH,2008,20.06
IRL,HEALTH,2009,18.93
IRL,HEALTH,2010,12.76
IRL,HEALTH,2011,18.75
IRL,HEALTH,2012,20.69
IRL,HEALTH,2013,21.02
IRL,HEALTH,2014,20.94
IRL,HOUCOMM,2007,1.21
IRL,HOUCOMM,2008,1.22
IRL,HOUCOMM,2009,1.11
IRL,HOUCOMM,2010,0.69
IRL,HOUCOMM,2011,1.05
IRL,HOUCOMM,2012,0.82
IRL,HOUCOMM,2013,0.69
IRL,HOUCOMM,2014,1.08
IRL,PUBORD,2007,4.28
IRL,PUBORD,2008,4.15
IRL,PUBORD,2009,3.58
IRL,PUBORD,2010,2.47
IRL,PUBORD,2011,3.23
IRL,PUBORD,2012,3.43
IRL,PUBORD,2013,3.53
IRL,PUBORD,2014,3.59
IRL,ENVPROT,2007,1.37
IRL,ENVPROT,2008,1.27
IRL,ENVPROT,2009,1.21
IRL,ENVPROT,2010,0.89
IRL,ENVPROT,2011,1.08
IRL,ENVPROT,2012,1.21
IRL,ENVPROT,2013,0.81
IRL,ENVPROT,2014,0.78
ISL,GRALPUBSER,2013,23.82
ISL,GRALPUBSER,2014,22.96
ISL,DEF,2013,0.08
ISL,DEF,2014,0.06
ISL,ENVPROT,2013,0.99
ISL,ENVPROT,2014,1.01
ISL,PUBORD,2013,4.09
ISL,PUBORD,2014,4.31
ISL,HEALTH,2013,23.12
ISL,HEALTH,2014,22.84
ISL,HOUCOMM,2013,0.83
ISL,HOUCOMM,2014,0.09
ISL,SOCPROT,2013,22.64
ISL,SOCPROT,2014,20.52
ISL,ECOAFF,2013,11.43
ISL,ECOAFF,2014,16.14
ISL,RECULTREL,2013,3.49
ISL,RECULTREL,2014,3.07
ISL,EDU,2013,9.5
ISL,EDU,2014,9
ISR,EDU,2007,13.31
ISR,EDU,2008,13.64
ISR,EDU,2009,13.74
ISR,EDU,2010,14.5
ISR,EDU,2011,14.6
ISR,EDU,2012,15.16
ISR,EDU,2013,15.82
ISR,EDU,2014,15.84
ISR,DEF,2007,18.55
ISR,DEF,2008,18.12
ISR,DEF,2009,17.26
ISR,DEF,2010,17.3
ISR,DEF,2011,17.02
ISR,DEF,2012,16.71
ISR,DEF,2013,16.44
ISR,DEF,2014,16.92
ISR,HEALTH,2007,12.26
ISR,HEALTH,2008,12.58
ISR,HEALTH,2009,12.81
ISR,HEALTH,2010,13.3
ISR,HEALTH,2011,13.28
ISR,HEALTH,2012,13.26
ISR,HEALTH,2013,13.54
ISR,HEALTH,2014,13.9
ISR,HOUCOMM,2007,0.91
ISR,HOUCOMM,2008,0.73
ISR,HOUCOMM,2009,0.73
ISR,HOUCOMM,2010,0.43
ISR,HOUCOMM,2011,0.62
ISR,HOUCOMM,2012,0.67
ISR,HOUCOMM,2013,0.46
ISR,HOUCOMM,2014,0.61
ISR,SOCPROT,2007,19.44
ISR,SOCPROT,2008,19.78
ISR,SOCPROT,2009,20.96
ISR,SOCPROT,2010,19.95
ISR,SOCPROT,2011,20
ISR,SOCPROT,2012,20.22
ISR,SOCPROT,2013,20.28
ISR,SOCPROT,2014,20.03
ISR,ENVPROT,2007,0.27
ISR,ENVPROT,2008,0.33
ISR,ENVPROT,2009,0.27
ISR,ENVPROT,2010,0.38
ISR,ENVPROT,2011,0.32
ISR,ENVPROT,2012,0.33
ISR,ENVPROT,2013,0.33
ISR,ENVPROT,2014,0.26
ISR,PUBORD,2007,3.82
ISR,PUBORD,2008,3.91
ISR,PUBORD,2009,4.03
ISR,PUBORD,2010,4.18
ISR,PUBORD,2011,4.19
ISR,PUBORD,2012,4.18
ISR,PUBORD,2013,4.29
ISR,PUBORD,2014,4.44
ISR,ECOAFF,2007,6.15
ISR,ECOAFF,2008,6.19
ISR,ECOAFF,2009,6.41
ISR,ECOAFF,2010,6.13
ISR,ECOAFF,2011,6.52
ISR,ECOAFF,2012,6.43
ISR,ECOAFF,2013,6.99
ISR,ECOAFF,2014,6.56
ISR,RECULTREL,2007,2.26
ISR,RECULTREL,2008,2.29
ISR,RECULTREL,2009,2.55
ISR,RECULTREL,2010,2.81
ISR,RECULTREL,2011,2.83
ISR,RECULTREL,2012,2.62
ISR,RECULTREL,2013,2.42
ISR,RECULTREL,2014,2.44
ISR,GRALPUBSER,2007,23.02
ISR,GRALPUBSER,2008,22.41
ISR,GRALPUBSER,2009,21.25
ISR,GRALPUBSER,2010,21.02
ISR,GRALPUBSER,2011,20.62
ISR,GRALPUBSER,2012,20.43
ISR,GRALPUBSER,2013,19.43
ISR,GRALPUBSER,2014,19.01
ITA,SOCPROT,2007,16.49
ITA,SOCPROT,2008,15.1
ITA,SOCPROT,2009,16.41
ITA,SOCPROT,2010,19.76
ITA,SOCPROT,2011,20.01
ITA,SOCPROT,2012,20.36
ITA,SOCPROT,2013,22.2
ITA,SOCPROT,2014,23.66
ITA,EDU,2007,13.49
ITA,EDU,2008,12.89
ITA,EDU,2009,12.13
ITA,EDU,2010,11.95
ITA,EDU,2011,11.48
ITA,EDU,2012,11.21
ITA,EDU,2013,11.25
ITA,EDU,2014,12.1
ITA,GRALPUBSER,2007,31.76
ITA,GRALPUBSER,2008,33.59
ITA,GRALPUBSER,2009,29.91
ITA,GRALPUBSER,2010,27.73
ITA,GRALPUBSER,2011,32.78
ITA,GRALPUBSER,2012,33.89
ITA,GRALPUBSER,2013,30.56
ITA,GRALPUBSER,2014,27.21
ITA,ENVPROT,2007,0.72
ITA,ENVPROT,2008,0.84
ITA,ENVPROT,2009,0.71
ITA,ENVPROT,2010,0.63
ITA,ENVPROT,2011,0.61
ITA,ENVPROT,2012,0.55
ITA,ENVPROT,2013,0.5
ITA,ENVPROT,2014,0.44
ITA,DEF,2007,4.34
ITA,DEF,2008,4.7
ITA,DEF,2009,4.75
ITA,DEF,2010,4.54
ITA,DEF,2011,4.73
ITA,DEF,2012,4.33
ITA,DEF,2013,4.03
ITA,DEF,2014,4.08
ITA,HEALTH,2007,12.63
ITA,HEALTH,2008,13.42
ITA,HEALTH,2009,16.08
ITA,HEALTH,2010,16.45
ITA,HEALTH,2011,11.95
ITA,HEALTH,2012,10.48
ITA,HEALTH,2013,11.16
ITA,HEALTH,2014,12.97
ITA,HOUCOMM,2007,0.82
ITA,HOUCOMM,2008,1.03
ITA,HOUCOMM,2009,1.13
ITA,HOUCOMM,2010,1.41
ITA,HOUCOMM,2011,1.06
ITA,HOUCOMM,2012,1.03
ITA,HOUCOMM,2013,0.96
ITA,HOUCOMM,2014,0.52
ITA,PUBORD,2007,6.1
ITA,PUBORD,2008,5.85
ITA,PUBORD,2009,5.96
ITA,PUBORD,2010,6.1
ITA,PUBORD,2011,6.16
ITA,PUBORD,2012,5.77
ITA,PUBORD,2013,5.74
ITA,PUBORD,2014,5.62
ITA,ECOAFF,2007,11.95
ITA,ECOAFF,2008,10.88
ITA,ECOAFF,2009,11.31
ITA,ECOAFF,2010,10.09
ITA,ECOAFF,2011,10.65
ITA,ECOAFF,2012,11.08
ITA,ECOAFF,2013,12.17
ITA,ECOAFF,2014,11.99
ITA,RECULTREL,2007,1.7
ITA,RECULTREL,2008,1.7
ITA,RECULTREL,2009,1.6
ITA,RECULTREL,2010,1.36
ITA,RECULTREL,2011,0.57
ITA,RECULTREL,2012,1.28
ITA,RECULTREL,2013,1.44
ITA,RECULTREL,2014,1.42
JPN,DEF,2007,5.78
JPN,DEF,2008,5.59
JPN,DEF,2009,4.87
JPN,DEF,2010,4.76
JPN,DEF,2011,4.74
JPN,DEF,2012,4.88
JPN,DEF,2013,4.79
JPN,DEF,2014,5.11
JPN,ECOAFF,2007,14.5
JPN,ECOAFF,2008,17.26
JPN,ECOAFF,2009,15.23
JPN,ECOAFF,2010,12.25
JPN,ECOAFF,2011,12.15
JPN,ECOAFF,2012,12.86
JPN,ECOAFF,2013,12.9
JPN,ECOAFF,2014,12.06
JPN,EDU,2007,6.18
JPN,EDU,2008,5.87
JPN,EDU,2009,5.61
JPN,EDU,2010,5.74
JPN,EDU,2011,5.3
JPN,EDU,2012,5.22
JPN,EDU,2013,5.49
JPN,EDU,2014,5.23
JPN,ENVPROT,2007,1.19
JPN,ENVPROT,2008,1.05
JPN,ENVPROT,2009,2.08
JPN,ENVPROT,2010,0.89
JPN,ENVPROT,2011,1.52
JPN,ENVPROT,2012,0.84
JPN,ENVPROT,2013,1.19
JPN,ENVPROT,2014,1.04
JPN,GRALPUBSER,2007,37.57
JPN,GRALPUBSER,2008,36.39
JPN,GRALPUBSER,2009,33.18
JPN,GRALPUBSER,2010,36.37
JPN,GRALPUBSER,2011,36.17
JPN,GRALPUBSER,2012,36.27
JPN,GRALPUBSER,2013,34.99
JPN,GRALPUBSER,2014,35.64
JPN,HEALTH,2007,10.76
JPN,HEALTH,2008,9.87
JPN,HEALTH,2009,9.4
JPN,HEALTH,2010,9.28
JPN,HEALTH,2011,9.38
JPN,HEALTH,2012,9.3
JPN,HEALTH,2013,9.29
JPN,HEALTH,2014,9.64
JPN,HOUCOMM,2007,1.75
JPN,HOUCOMM,2008,1.47
JPN,HOUCOMM,2009,3.94
JPN,HOUCOMM,2010,3.62
JPN,HOUCOMM,2011,2.93
JPN,HOUCOMM,2012,2.36
JPN,HOUCOMM,2013,3.28
JPN,HOUCOMM,2014,3.31
JPN,PUBORD,2007,1.84
JPN,PUBORD,2008,1.7
JPN,PUBORD,2009,1.58
JPN,PUBORD,2010,1.52
JPN,PUBORD,2011,1.58
JPN,PUBORD,2012,1.5
JPN,PUBORD,2013,1.54
JPN,PUBORD,2014,1.53
JPN,RECULTREL,2007,0.23
JPN,RECULTREL,2008,0.2
JPN,RECULTREL,2009,0.19
JPN,RECULTREL,2010,0.18
JPN,RECULTREL,2011,0.16
JPN,RECULTREL,2012,0.16
JPN,RECULTREL,2013,0.14
JPN,RECULTREL,2014,0.16
JPN,SOCPROT,2007,20.19
JPN,SOCPROT,2008,20.6
JPN,SOCPROT,2009,23.93
JPN,SOCPROT,2010,25.4
JPN,SOCPROT,2011,26.06
JPN,SOCPROT,2012,26.6
JPN,SOCPROT,2013,26.39
JPN,SOCPROT,2014,26.29
KOR,GRALPUBSER,2007,22.85
KOR,GRALPUBSER,2008,26.06
KOR,GRALPUBSER,2009,23.53
KOR,GRALPUBSER,2010,21.66
KOR,GRALPUBSER,2011,20.71
KOR,GRALPUBSER,2012,21.03
KOR,GRALPUBSER,2013,25.52
KOR,GRALPUBSER,2014,25.11
KOR,SOCPROT,2007,9.77
KOR,SOCPROT,2008,9.41
KOR,SOCPROT,2009,9.35
KOR,SOCPROT,2010,11.09
KOR,SOCPROT,2011,10.88
KOR,SOCPROT,2012,11.06
KOR,SOCPROT,2013,11.15
KOR,SOCPROT,2014,11.72
KOR,ECOAFF,2007,22.76
KOR,ECOAFF,2008,21.59
KOR,ECOAFF,2009,23.65
KOR,ECOAFF,2010,21.34
KOR,ECOAFF,2011,26.16
KOR,ECOAFF,2012,24.16
KOR,ECOAFF,2013,19.19
KOR,ECOAFF,2014,17.66
KOR,RECULTREL,2007,1.64
KOR,RECULTREL,2008,1.26
KOR,RECULTREL,2009,1.3
KOR,RECULTREL,2010,1.5
KOR,RECULTREL,2011,1.4
KOR,RECULTREL,2012,1.55
KOR,RECULTREL,2013,1.41
KOR,RECULTREL,2014,1.4
KOR,EDU,2007,17.92
KOR,EDU,2008,18.33
KOR,EDU,2009,18.02
KOR,EDU,2010,19.31
KOR,EDU,2011,18.05
KOR,EDU,2012,19.14
KOR,EDU,2013,19.5
KOR,EDU,2014,19.49
KOR,HEALTH,2007,2.78
KOR,HEALTH,2008,3.07
KOR,HEALTH,2009,3.59
KOR,HEALTH,2010,3.96
KOR,HEALTH,2011,3.5
KOR,HEALTH,2012,3.64
KOR,HEALTH,2013,3.59
KOR,HEALTH,2014,3.57
KOR,HOUCOMM,2007,1.96
KOR,HOUCOMM,2008,1.5
KOR,HOUCOMM,2009,1.82
KOR,HOUCOMM,2010,1.61
KOR,HOUCOMM,2011,1.23
KOR,HOUCOMM,2012,1.19
KOR,HOUCOMM,2013,1.28
KOR,HOUCOMM,2014,1.33
KOR,DEF,2007,13.81
KOR,DEF,2008,12.96
KOR,DEF,2009,12.79
KOR,DEF,2010,13.35
KOR,DEF,2011,12.46
KOR,DEF,2012,12.35
KOR,DEF,2013,12.45
KOR,DEF,2014,12.52
KOR,ENVPROT,2007,0.93
KOR,ENVPROT,2008,0.91
KOR,ENVPROT,2009,1.21
KOR,ENVPROT,2010,1.23
KOR,ENVPROT,2011,1.05
KOR,ENVPROT,2012,1.08
KOR,ENVPROT,2013,1.08
KOR,ENVPROT,2014,2.23
KOR,PUBORD,2007,5.59
KOR,PUBORD,2008,4.91
KOR,PUBORD,2009,4.73
KOR,PUBORD,2010,4.95
KOR,PUBORD,2011,4.57
KOR,PUBORD,2012,4.8
KOR,PUBORD,2013,4.84
KOR,PUBORD,2014,4.97
LTU,DEF,2007,7.14
LTU,DEF,2008,5.09
LTU,DEF,2009,4.71
LTU,DEF,2010,4.12
LTU,DEF,2011,3.5
LTU,DEF,2012,4.23
LTU,DEF,2013,4.08
LTU,DEF,2014,4.58
LTU,ECOAFF,2007,12.79
LTU,ECOAFF,2008,12.89
LTU,ECOAFF,2009,11.9
LTU,ECOAFF,2010,12.13
LTU,ECOAFF,2011,10.76
LTU,ECOAFF,2012,10.09
LTU,ECOAFF,2013,11.2
LTU,ECOAFF,2014,11.01
LTU,EDU,2007,8.62
LTU,EDU,2008,10.04
LTU,EDU,2009,10.23
LTU,EDU,2010,9.25
LTU,EDU,2011,8.48
LTU,EDU,2012,11.04
LTU,EDU,2013,10.78
LTU,EDU,2014,10.77
LTU,ENVPROT,2007,0.72
LTU,ENVPROT,2008,0.65
LTU,ENVPROT,2009,0.61
LTU,ENVPROT,2010,0.71
LTU,ENVPROT,2011,-0.03
LTU,ENVPROT,2012,0.39
LTU,ENVPROT,2013,0.68
LTU,ENVPROT,2014,1.18
LTU,GRALPUBSER,2007,44.46
LTU,GRALPUBSER,2008,43.32
LTU,GRALPUBSER,2009,40.13
LTU,GRALPUBSER,2010,44.36
LTU,GRALPUBSER,2011,51.61
LTU,GRALPUBSER,2012,45.55
LTU,GRALPUBSER,2013,45.89
LTU,GRALPUBSER,2014,42.9
LTU,HEALTH,2007,9.55
LTU,HEALTH,2008,9.51
LTU,HEALTH,2009,12.03
LTU,HEALTH,2010,13.11
LTU,HEALTH,2011,11.61
LTU,HEALTH,2012,12.33
LTU,HEALTH,2013,11.92
LTU,HEALTH,2014,12.05
LTU,HOUCOMM,2007,0.09
LTU,HOUCOMM,2008,0.14
LTU,HOUCOMM,2009,0.42
LTU,HOUCOMM,2010,0.06
LTU,HOUCOMM,2011,0.04
LTU,HOUCOMM,2012,0.03
LTU,HOUCOMM,2013,0.04
LTU,HOUCOMM,2014,0.26
LTU,PUBORD,2007,6.36
LTU,PUBORD,2008,6.62
LTU,PUBORD,2009,6.32
LTU,PUBORD,2010,6.24
LTU,PUBORD,2011,5.42
LTU,PUBORD,2012,6.18
LTU,PUBORD,2013,5.68
LTU,PUBORD,2014,6.2
LTU,RECULTREL,2007,2.45
LTU,RECULTREL,2008,2.5
LTU,RECULTREL,2009,2.33
LTU,RECULTREL,2010,1.72
LTU,RECULTREL,2011,1.57
LTU,RECULTREL,2012,1.94
LTU,RECULTREL,2013,1.94
LTU,RECULTREL,2014,2.18
LTU,SOCPROT,2007,7.82
LTU,SOCPROT,2008,9.23
LTU,SOCPROT,2009,11.31
